"image","round","plate","row","col","dry","endlivefronds","enddeadfronds","particles","area","perim","mean","circ","feret","minferet","ar","round","solid","perred","pergreen","perblue","numrow","microbe","co2","temp","deltapix","deltaratio","tire","tirex","is.alive","is.dead","od600b","flod600b"
"DSC_1069_Plate1Round1End.JPG",1,1,"h",4,"",2,1,1,4207,397.061,37.498,0.335,97.693,73.256,1.302,0.768,0.848,0.427169449037282,0.491297313634505,0.0812665564385656,8,"y",400,24.8796122994652,1307,0.183903194034051,0,0,1,0,0.332,-1.10262031006565
"DSC_1069_Plate1Round1End.JPG",1,1,"a",5,"",2,1,1,1288,223.723,50.095,0.323,84.149,28.907,3.26,0.307,0.776,0.389240443158,0.446824367035965,0.162877199986692,1,"n",1000,24.1088903743316,-2099,-0.448983957219251,0,0,1,0,0.008,-4.8283137373023
"DSC_1069_Plate1Round1End.JPG",1,1,"b",5,"",6,3,1,11682,770.406,42.952,0.247,195.021,113.335,2.08,0.481,0.741,0.419351834606072,0.491680635748432,0.0896116595269138,2,"n",914,24.1204736440031,6703,0.402316787707821,0,0,1,0,0.214,-1.54177926396029
"DSC_1069_Plate1Round1End.JPG",1,1,"c",5,"",3,4,1,4947,414.174,48.323,0.362,109.932,79.827,1.861,0.537,0.755,0.407659568597424,0.468293221309383,0.124854279190724,3,"n",829,24.1320569136746,2059,0.262795149968092,0,0,1,0,0.151,-1.89047544216721
"DSC_1069_Plate1Round1End.JPG",1,1,"d",5,"",5,5,2,6312,722.85,52.516,0.311,101.1605,58.2295,2.207,0.453,0.7085,0.411630619479753,0.459963638119249,0.128657553206887,4,"n",743,24.1436401833461,1287,0.113522095792538,0,0,1,0,0.002,-6.21460809842219
"DSC_1069_Plate1Round1End.JPG",1,1,"e",5,"",4,1,1,7117,923.685,51.988,0.105,160.823,98.345,1.788,0.559,0.604,0.416666666666667,0.464325100664256,0.119271113846785,5,"n",657,24.1552234530176,4256,0.426538384445781,0,0,1,0,0.01,-4.60517018598809
"DSC_1069_Plate1Round1End.JPG",1,1,"f",5,"",1,2,1,362,96.912,48.594,0.484,29.069,21.598,1.255,0.797,0.794,0.444732545856141,0.482158291147055,0.0742958664306979,6,"n",571,24.1668067226891,-1506,-0.675336322869955,0,0,1,0,0.061,-2.79688141480883
"DSC_1069_Plate1Round1End.JPG",1,1,"g",5,"y",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"n",486,24.1783899923606,-5166,-1,0,0,0,1,-0.003,-7.60090245954208
"DSC_1069_Plate1Round1End.JPG",1,1,"h",5,"",2,0,1,2690,540.299,34.527,0.116,101.39,64.763,2.179,0.459,0.601,0.44764966547919,0.504870584373582,0.0468136048116933,8,"n",400,24.1899732620321,-75,-0.0137488542621448,0,0,1,0,0.026,-3.64965874096066
"DSC_1069_Plate1Round1End.JPG",1,1,"a",6,"",2,1,1,3642,475.671,44.983,0.202,136.858,53.335,3.4,0.294,0.673,0.391251509829639,0.468725222120949,0.140571623354008,1,"y",1000,23.4465909090909,754,0.115467075038285,0,0,1,0,0.008,-4.8283137373023
"DSC_1069_Plate1Round1End.JPG",1,1,"b",6,"",6,1,1,9160,766.004,47.086,0.196,167.601,110.533,1.466,0.682,0.687,0.40199493126053,0.471598068781945,0.127383935777089,2,"y",914,23.4542685255921,4566,0.331976152392031,0,0,1,0,0.044,-3.12356564506388
"DSC_1069_Plate1Round1End.JPG",1,1,"c",6,"",1,2,1,669,186.794,56.363,0.241,51.624,25.034,2.266,0.441,0.691,0.433759735997019,0.468421955301646,0.0997048891412215,3,"y",829,23.4619461420932,-1027,-0.434249471458774,0,0,1,0,0.01,-4.60517018598809
"DSC_1069_Plate1Round1End.JPG",1,1,"d",6,"",1,1,1,469,163.723,59.68,0.22,44.181,20.566,2.492,0.401,0.654,0.430227882037534,0.459366621983914,0.112812779267203,4,"y",743,23.4696237585943,-1377,-0.594816414686825,0,0,1,0,0.007,-4.96184512992682
"DSC_1069_Plate1Round1End.JPG",1,1,"e",6,"",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"y",657,23.4773013750955,-2256,-1,0,0,0,1,0.01,-4.60517018598809
"DSC_1069_Plate1Round1End.JPG",1,1,"f",6,"",3,2,2,4237,598.926,54.855,0.328,79.502,47.5655,1.93,0.602,0.7425,0.421411953171999,0.455576840892882,0.122553404077812,6,"y",571,23.4849789915966,99,0.0118208955223881,0,0,1,0,0.017,-4.07454193492592
"DSC_1069_Plate1Round1End.JPG",1,1,"g",6,"",3,2,1,2047,456.801,42.957,0.123,91.788,48.094,2.61,0.383,0.592,0.4472068968193,0.494882479378603,0.0577631895461353,7,"y",486,23.4926566080978,-1946,-0.322185430463576,0,0,1,0,0.037,-3.29683736633791
"DSC_1069_Plate1Round1End.JPG",1,1,"h",6,"",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"y",400,23.5003342245989,-1529,-1,0,0,0,1,0.232,-1.46101790731583
"DSC_1069_Plate1Round1End.JPG",1,1,"a",7,"",3,1,1,3887,322.434,45.078,0.47,108.467,57.135,2.009,0.498,0.861,0.395610571306032,0.470902287886182,0.134152653918393,1,"n",1000,22.7842914438503,1315,0.203591887289054,0,0,1,0,0.13,-2.04022082852655
"DSC_1069_Plate1Round1End.JPG",1,1,"b",7,"y",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"n",914,22.7880634071811,-1558,-1,0,0,0,1,-0.002,-7.60090245954208
"DSC_1069_Plate1Round1End.JPG",1,1,"c",7,"",3,3,1,4189,645.82,57.944,0.126,138.293,69.656,2.711,0.369,0.581,0.395905241842699,0.443232546366607,0.160844953748447,3,"n",829,22.7918353705118,1711,0.256637168141593,0,0,1,0,0.004,-5.52146091786225
"DSC_1069_Plate1Round1End.JPG",1,1,"d",7,"",5,5,4,5725,821.56,58.1025,0.387,60.73175,36.2195,1.77525,0.59275,0.76725,0.399326353482966,0.441352314731065,0.159239882147857,4,"n",743,22.7956073338426,952,0.0906839397980568,0,0,1,0,0.006,-5.11599580975408
"DSC_1069_Plate1Round1End.JPG",1,1,"e",7,"",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"n",657,22.7993792971734,-3306,-1,0,0,0,1,-0.002,-7.60090245954208
"DSC_1069_Plate1Round1End.JPG",1,1,"f",7,"",3,1,1,7289,651.737,52.479,0.216,134.525,98.731,1.491,0.671,0.741,0.411618615700248,0.463328188418224,0.125942440468251,6,"n",571,22.8031512605042,4570,0.456634692246203,0,0,1,0,0.002,-6.21460809842219
"DSC_1069_Plate1Round1End.JPG",1,1,"g",7,"",3,2,1,5167,502.098,46.113,0.258,122.409,78.405,1.886,0.53,0.725,0.414554102603026,0.46766999906028,0.117168694294451,7,"n",486,22.806923223835,1882,0.222669190724089,0,0,1,0,0.004,-5.52146091786225
"DSC_1069_Plate1Round1End.JPG",1,1,"h",7,"",5,2,1,6643,535.127,38.395,0.292,143.892,76.011,1.907,0.524,0.748,0.376420540869037,0.468672136128836,0.1556018578808,8,"n",400,22.8106951871658,3038,0.296448087431694,0,0,1,0,0.004,-5.52146091786225
"DSC_1069_Plate1Round1End.JPG",1,1,"a",8,"",2,0,1,2229,304.777,45.51,0.302,103.238,35.991,2.905,0.344,0.842,0.417585878561488,0.487123709074929,0.0959496081447301,1,"y",1000,22.1219919786096,-794,-0.151180502665651,0,0,1,0,0.003,-5.80914299031403
"DSC_1069_Plate1Round1End.JPG",1,1,"b",8,"",4,3,2,4592,534.885,53.6485,0.382,82.06,44.9795,2.0265,0.497,0.793,0.417792865315359,0.462883263076936,0.119264609830177,2,"y",914,22.1218582887701,1371,0.175476769486753,0,0,1,0,0.011,-4.50986000618377
"DSC_1069_Plate1Round1End.JPG",1,1,"c",8,"y",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"y",829,22.1217245989305,-3626,-1,0,0,0,1,-0.003,-7.60090245954208
"DSC_1069_Plate1Round1End.JPG",1,1,"d",8,"",1,2,1,1147,199.966,55.157,0.36,58.898,31.323,2.096,0.477,0.796,0.42795414302204,0.464981779284588,0.107928277462516,4,"y",743,22.1215909090909,-2117,-0.479936522330537,0,0,1,0,0.004,-5.52146091786225
"DSC_1069_Plate1Round1End.JPG",1,1,"e",8,"",1,1,1,1823,222.35,52.805,0.463,68.6,38.695,1.982,0.504,0.87,0.443682732064514,0.484076634157119,0.0734842028848278,5,"y",657,22.1214572192513,-881,-0.194610117075326,0,0,1,0,0.007,-4.96184512992682
"DSC_1069_Plate1Round1End.JPG",1,1,"f",8,"",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"y",571,22.1213235294118,-928,-1,0,0,0,1,0.003,-5.80914299031403
"DSC_1069_Plate1Round1End.JPG",1,1,"g",8,"",1,1,1,839,194.794,49.424,0.278,46.69,34.872,1.29,0.775,0.713,0.453774144814935,0.485722186252293,0.0627562857451171,7,"y",486,22.1211898395722,-1245,-0.425932261375299,0,0,1,0,0.004,-5.52146091786225
"DSC_1069_Plate1Round1End.JPG",1,1,"h",8,"",4,2,1,6460,589.897,38.38,0.233,136.4,104.247,1.412,0.708,0.671,0.415485495918013,0.483680736494702,0.0997133923918708,8,"y",400,22.1210561497326,2445,0.233412887828162,0,0,1,0,0.009,-4.71053070164592
"DSC_1069_Plate1Round1End.JPG",1,1,"a",9,"",4,0,1,4764,367.588,44.424,0.443,128.141,55.724,2.321,0.431,0.859,0.38918152350081,0.476829341497089,0.134942073353743,1,"n",1000,21.459692513369,2635,0.382271870013057,0,0,1,0,0.008,-4.8283137373023
"DSC_1069_Plate1Round1End.JPG",1,1,"b",9,"",2,2,1,3139,349.588,56.057,0.323,92.445,55.609,2.085,0.48,0.717,0.398748892496328,0.452045834299612,0.149782067062692,2,"n",914,21.4556531703591,1651,0.356818673006268,0,0,1,0,0.093,-2.37515578582888
"DSC_1069_Plate1Round1End.JPG",1,1,"c",9,"",3,2,2,5085,908.455,59.415,0.214,94.952,54.6845,1.707,0.6225,0.6535,0.385476607925885,0.43501025956142,0.17955518816707,3,"n",829,21.4516138273491,1679,0.197738782240019,0,0,1,0,0.003,-5.80914299031403
"DSC_1069_Plate1Round1End.JPG",1,1,"d",9,"y",1,3,1,389,98.083,36.095,0.508,36.222,16.771,2.439,0.41,0.841,0.427603084453064,0.481784180634437,0.0889319850394792,4,"n",743,21.4475744843392,-2775,-0.78103011539544,0,0,1,0,-0.002,-7.60090245954208
"DSC_1069_Plate1Round1End.JPG",1,1,"e",9,"",2,3,1,3089,377.487,57.764,0.272,106.301,46.782,2.491,0.401,0.747,0.406164162223299,0.445940955150844,0.148183412967708,5,"n",657,21.4435351413293,-47,-0.00755020080321285,0,0,1,0,0.01,-4.60517018598809
"DSC_1069_Plate1Round1End.JPG",1,1,"f",9,"",4,1,1,9255,704.306,50.039,0.234,137.361,122.513,1.165,0.859,0.779,0.404677684739237,0.469540425135061,0.126401406902616,6,"n",571,21.4394957983193,6311,0.517337486679236,0,0,1,0,0.005,-5.29831736654804
"DSC_1069_Plate1Round1End.JPG",1,1,"g",9,"",5,2,1,8082,817.176,46.132,0.152,161.301,97.788,2.253,0.444,0.643,0.40413740281511,0.468019306916385,0.127843290268505,7,"n",486,21.4354564553094,5150,0.467586707826403,0,0,1,0,0.005,-5.29831736654804
"DSC_1069_Plate1Round1End.JPG",1,1,"h",9,"",3,1,1,6497,489.772,35.893,0.34,136.473,79.46,2.114,0.473,0.774,0.421493513126979,0.508845735937369,0.0708401823939672,8,"n",400,21.4314171122995,4173,0.473075615009636,0,0,1,0,0.031,-3.47376807449699
"DSC_1069_Plate1Round1End.JPG",1,1,"a",10,"",1,1,1,592,190.794,54.017,0.204,51.313,26.048,2.114,0.473,0.564,0.398275851429488,0.43063603433487,0.16927387057161,1,"y",1000,20.7973930481283,-1551,-0.56709323583181,0,0,1,0,0.005,-5.29831736654804
"DSC_1069_Plate1Round1End.JPG",1,1,"b",10,"",3,2,2,4609,525.027,53.1185,0.3575,76.696,41.186,1.941,0.5445,0.8055,0.417405154065247,0.465485947617417,0.117292853091445,2,"y",914,20.789448051948,1084,0.1332677649373,0,0,1,0,0.119,-2.12863178587061
"DSC_1069_Plate1Round1End.JPG",1,1,"c",10,"",3,3,2,2956,463.127,57.782,0.281,64.1615,38.4395,1.9635,0.5205,0.7235,0.413549995615749,0.45025185281205,0.136353390248952,3,"y",829,20.7815030557678,-1756,-0.229003651538863,0,0,1,0,0.049,-3.01593498087151
"DSC_1069_Plate1Round1End.JPG",1,1,"d",10,"",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"y",743,20.7735580595875,-1103,-1,0,0,0,1,0.007,-4.96184512992682
"DSC_1069_Plate1Round1End.JPG",1,1,"e",10,"",1,1,1,1478,269.22,55.567,0.256,65.115,36.619,1.724,0.58,0.776,0.440405276513038,0.471148943317677,0.0898674872976167,5,"y",657,20.7656130634072,-1492,-0.335431654676259,0,0,1,0,0.172,-1.76026080216868
"DSC_1069_Plate1Round1End.JPG",1,1,"f",10,"",3,1,2,3293,461.244,48.7885,0.289,61.0325,42.089,1.591,0.6285,0.6815,0.441914542056546,0.485914967842565,0.072970906012447,6,"y",571,20.7576680672269,-1122,-0.145563051375195,0,0,1,0,0.019,-3.9633162998157
"DSC_1069_Plate1Round1End.JPG",1,1,"g",10,"",2,2,1,4253,413.002,44.93,0.313,110.114,57.319,2.016,0.496,0.836,0.434987758735811,0.494814155352771,0.0701461532754655,7,"y",486,20.7497230710466,721,0.0926140012845215,0,0,1,0,0.065,-2.7333680090865
"DSC_1069_Plate1Round1End.JPG",1,1,"h",10,"",2,0,1,4375,290.688,35.79,0.651,98.884,62.872,1.688,0.592,0.887,0.472105802365651,0.542320946260594,0.0537766601471547,8,"y",400,20.7417780748663,773,0.0969035978438009,0,0,1,0,0.208,-1.57021719928082
"DSC_1069_Plate1Round1End.JPG",1,1,"a",11,"",1,4,1,1055,258.392,48.135,0.199,62.201,31.501,1.877,0.533,0.701,0.378324850247568,0.43765105086389,0.184758145493577,1,"n",1000,20.1350935828877,-1950,-0.480295566502463,0,0,1,0,0.003,-5.80914299031403
"DSC_1069_Plate1Round1End.JPG",1,1,"b",11,"",4,1,1,6677,649.578,51.665,0.199,184.621,78.865,3.713,0.269,0.623,0.391102938804478,0.463918190909384,0.145256298590277,2,"n",914,20.123242933537,4679,0.539365994236311,0,0,1,0,0.032,-3.44201937618241
"DSC_1069_Plate1Round1End.JPG",1,1,"c",11,"",3,1,1,3769,338.233,51.487,0.414,106.794,59,2.08,0.481,0.818,0.402561164306848,0.466117660768738,0.131819682638336,3,"n",829,20.1113922841864,1430,0.234119187950229,0,0,1,0,0.044,-3.12356564506388
"DSC_1069_Plate1Round1End.JPG",1,1,"d",11,"",3,2,2,3621,518.541,56.604,0.3425,69.9295,39.7945,1.9,0.547,0.794,0.4064125796387,0.451972503716158,0.141881808456763,4,"n",743,20.0995416348358,1318,0.222484807562458,0,0,1,0,0.163,-1.81400507817537
"DSC_1069_Plate1Round1End.JPG",1,1,"e",11,"",2,1,1,2811,312.049,52.6,0.363,94.626,53.862,2.046,0.489,0.757,0.412503168567807,0.466185044359949,0.121096324461343,5,"n",657,20.0876909854851,1715,0.438955720501664,0,0,1,0,0.005,-5.29831736654804
"DSC_1069_Plate1Round1End.JPG",1,1,"f",11,"",3,1,1,4534,463.872,51.148,0.265,111.072,74.561,1.776,0.563,0.722,0.408044628659315,0.460324287688016,0.131461640728865,6,"n",571,20.0758403361345,1473,0.193943383805135,0,0,1,0,0.012,-4.42284862919414
"DSC_1069_Plate1Round1End.JPG",1,1,"g",11,"",4,0,1,6257,574.524,45.628,0.238,128.098,95.519,1.338,0.747,0.74,0.409551152800912,0.475154145115572,0.115491949387803,7,"n",486,20.0639896867838,3728,0.42431140450717,0,0,1,0,0.024,-3.72970144863419
"DSC_1069_Plate1Round1End.JPG",1,1,"h",11,"",1,2,1,627,139.095,40.381,0.407,42.012,23.335,1.653,0.605,0.859,0.348761381177617,0.464211716731466,0.186828789116994,8,"n",400,20.0521390374332,-1114,-0.470439189189189,0,0,1,0,0.009,-4.71053070164592
"DSC_1069_Plate1Round1End.JPG",1,1,"a",12,"",2,1,2,3927,524.156,39.9435,0.279,69.022,41.735,1.695,0.6005,0.6495,0.434842832601243,0.492882175181305,0.072116097032735,1,"y",1000,19.4727941176471,859,0.122802001429593,0,0,1,0,0.006,-5.11599580975408
"DSC_1069_Plate1Round1End.JPG",1,1,"b",12,"",4,2,1,6168,517.227,45.496,0.29,125.766,84.871,1.552,0.644,0.77,0.383989801301213,0.454999706933943,0.161545337319032,2,"y",914,19.457037815126,1280,0.115774240231548,0,0,1,0,0.027,-3.61191841297781
"DSC_1069_Plate1Round1End.JPG",1,1,"c",12,"",2,1,1,3207,317.161,43.877,0.401,91.302,58.288,1.659,0.603,0.857,0.415593591175331,0.495111333956287,0.0895457756911366,3,"y",829,19.441281512605,-262,-0.0392450569203116,0,0,1,0,0.015,-4.19970507787993
"DSC_1069_Plate1Round1End.JPG",1,1,"d",12,"",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"y",743,19.425525210084,-1550,-1,0,0,0,1,0.004,-5.52146091786225
"DSC_1069_Plate1Round1End.JPG",1,1,"e",12,"",1,1,1,841,165.924,54.015,0.384,51.039,28.422,1.972,0.507,0.803,0.392428029251134,0.432867413372829,0.174278749730013,5,"y",657,19.409768907563,-974,-0.36671686746988,0,0,1,0,0.019,-3.9633162998157
"DSC_1069_Plate1Round1End.JPG",1,1,"f",12,"",1,1,1,1492,186.409,33.702,0.54,64.195,37.527,1.666,0.6,0.875,0.439578264395783,0.511641247799339,0.0480782545051728,6,"y",571,19.394012605042,-3705,-0.553894453580505,0,0,1,0,-0.003,-7.60090245954208
"DSC_1069_Plate1Round1End.JPG",1,1,"g",12,"y",1,1,1,2754,298.534,45.761,0.388,90.708,49.673,2.113,0.473,0.781,0.41659200337988,0.464208969792327,0.119126184596782,7,"y",486,19.378256302521,1211,0.281824528740982,0,0,1,0,0.059,-2.83021783507642
"DSC_1069_Plate1Round1End.JPG",1,1,"h",12,"",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"y",400,19.3625,-2074,-1,0,0,0,1,0.001,-6.90775527898214
"DSC_1072_Plate2Round1End.JPG",1,2,"a",1,"y",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"n",1000,26.4286764705882,-3361,-1,5,0.25,0,1,-0.003,-7.60090245954208
"DSC_1072_Plate2Round1End.JPG",1,2,"b",1,"",3,0,1,5722,432.943,52.882,0.384,136.36,86.106,1.52,0.658,0.734,0.366053981821162,0.473740277094916,0.160773041866798,2,"n",914,26.4286764705882,3689,0.475693101225016,5,0.25,1,0,0.048,-3.03655426807425
